,id,x1_limit_bal,x2_sex,x3_education,x4_marriage,x5_age,x6_pay_0,x7_pay_2,x8_pay_3,x9_pay_4,x10_pay_5,x11_pay_6,x12_bill_amt1,x13_bill_amt2,x14_bill_amt3,x15_bill_amt4,x16_bill_amt5,x17_bill_amt6,x18_pay_amt1,x19_pay_amt2,x20_pay_amt3,x21_pay_amt4,x22_pay_amt5,x23_pay_amt6,y_default_payment_next_month,age_buckets
14290,14291,50000,1,2,2,26,0,0,0,0,0,0,47974,48527,49381,9999,8793,9138,2500,2000,324,1000,1000,500,False,1
19076,19077,150000,2,2,1,36,0,0,0,0,0,0,137664,140869,144954,101342,80819,81022,5500,6704,3712,3000,3890,3500,False,2
1705,1706,20000,1,3,2,32,0,0,2,2,2,0,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,True,2
9139,9140,130000,2,2,2,29,0,0,2,0,0,2,88345,94597,92077,93272,96298,95745,8600,0,3500,7100,3600,2900,False,1
14085,14086,240000,2,2,2,39,1,2,0,0,0,0,228610,182982,150022,151787,154922,159113,0,7000,5000,5000,6000,6000,False,2
21422,21423,400000,2,1,2,47,-2,-2,-2,-2,-2,-2,6573,8155,11724,10570,15120,11453,8195,11755,10617,15189,11495,18506,False,3
19255,19256,250000,2,2,2,41,-1,-1,-1,-1,-1,-1,312,-18,3600,-10,2022,3809,0,3618,0,2032,3827,3710,False,3
17122,17123,50000,2,2,2,27,0,0,0,0,0,0,48492,48356,32904,28864,29708,29921,1600,1715,2000,3010,2000,1100,False,1
16946,16947,50000,1,3,1,57,2,0,0,0,0,0,18275,18494,16978,16282,17363,8833,1509,2003,1200,1281,1512,2308,False,3
5906,5907,50000,2,2,1,46,0,0,0,0,0,0,49859,49160,49222,29291,29391,29826,2438,2200,1187,1213,1073,1066,False,3
27950,27951,200000,2,1,2,27,0,0,2,2,2,2,159215,172029,167856,179126,174748,179337,15500,0,14100,0,7400,13000,True,1
29601,29602,290000,1,2,2,34,0,0,0,0,0,0,14543,12190,14483,16589,18306,22204,2000,3000,3000,3000,5000,3000,False,2
16795,16796,500000,1,2,2,30,0,0,0,0,0,0,135634,135796,133712,136069,67837,69514,5034,6000,5355,3500,2513,5000,False,2
7249,7250,90000,2,1,2,28,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0,True,1
16741,16742,200000,1,1,2,38,-2,-2,-2,-2,-2,-2,5607,0,316,499,672,100,0,316,499,672,100,0,False,2
14564,14565,500000,1,1,2,30,0,0,0,0,0,0,449733,425268,489942,437809,409337,406573,20120,120063,40000,12389,12000,10000,False,2
17279,17280,30000,2,2,1,35,1,-2,-1,0,-1,0,0,0,12403,17849,4935,6491,0,12403,8359,4935,3000,1000,False,2
18885,18886,220000,2,2,2,30,0,0,0,0,0,0,32357,30971,31277,23258,4546,6470,2000,1377,8011,165,2000,1000,False,2
13524,13525,80000,2,3,2,55,0,0,0,0,0,0,78009,78616,49662,48867,48278,46773,2420,2000,1656,1693,1767,1581,False,3
19459,19460,130000,2,2,1,33,-1,-1,-1,0,0,-2,41573,0,13853,14277,0,0,0,13853,1000,0,0,0,False,2
3040,3041,60000,1,1,1,38,2,0,0,0,2,2,30013,31226,32396,34657,35456,34736,2000,2000,2800,1500,0,1500,True,2
22376,22377,60000,2,2,2,27,1,2,2,2,2,2,5087,7236,8104,7825,8580,8300,2410,1131,0,886,0,332,False,1
2038,2039,10000,2,2,2,22,-1,-1,-1,-1,0,-1,5208,654,9954,9719,6547,654,654,9954,9919,0,654,264,False,1
5025,5026,20000,1,2,2,27,0,0,-1,0,0,0,19331,18225,18418,19297,19000,19683,1209,19330,2303,1000,1000,1000,False,1
29264,29265,60000,1,1,2,25,-1,0,0,0,0,0,1193,49461,51024,32215,31088,33581,48967,2530,1525,1200,3000,1400,False,1
16179,16180,230000,2,1,2,31,-1,-1,-1,-1,-1,-1,903,1711,1292,885,1292,795,1711,1292,885,1292,795,1035,True,2
27112,27113,260000,1,6,1,48,0,0,0,0,0,0,135437,65892,60762,52402,51391,43070,19020,19002,19001,20002,18063,119660,True,3
12466,12467,160000,2,2,1,50,-2,-2,-2,-2,-2,-2,3440,3208,3315,2645,1049,1469,3219,3322,2645,1049,1469,3490,False,3
2643,2644,360000,1,1,1,39,1,-2,-2,-2,-1,-1,0,0,0,0,691,7020,0,0,0,691,7020,0,False,2
3379,3380,360000,2,1,2,29,-1,-1,-1,0,-1,-1,1766,4500,14697,10687,1968,1272,4534,14697,0,2141,1272,24078,False,1
10925,10926,360000,1,2,1,46,1,-2,-2,-2,-2,-2,5800,0,0,0,0,0,0,0,0,0,0,76873,False,3
27712,27713,280000,2,1,2,25,-2,-2,-2,-2,-2,-2,985,500,500,0,500,4778,505,500,0,500,4778,4898,False,1
10087,10088,150000,1,1,2,31,0,0,0,0,-1,-1,110921,64600,58158,24856,704,1899,3000,1500,1000,704,1899,0,False,2
13085,13086,140000,1,3,2,29,0,0,0,0,0,0,142132,142239,142140,142111,194934,95484,5600,6150,5900,4000,4000,50000,False,1
16915,16916,390000,1,1,1,64,0,0,0,0,0,0,38383,38134,38679,39689,40472,41320,1608,1647,1657,1440,1496,1518,False,3
5441,5442,360000,2,2,1,42,-2,-2,-2,-2,-2,-2,18186,7954,11609,10070,5079,4086,9548,11624,10070,5079,4086,1190,False,3
3754,3755,350000,2,1,1,41,-1,-1,-1,-1,-1,-1,57956,15987,36582,8197,14494,54284,15987,36607,8243,14494,54284,6702,False,3
18068,18069,260000,1,1,2,36,-2,-2,-2,-2,-2,-2,16751,5877,427,-73,-73,-73,10000,10000,0,0,0,0,False,2
58,59,200000,2,1,2,34,-1,3,2,2,2,2,1587,1098,782,1166,700,1414,0,0,700,0,1200,0,False,2
4398,4399,380000,1,1,1,37,0,0,0,0,0,0,173252,113001,74275,47723,67463,36751,10069,12712,10000,20000,16751,29000,False,2
13909,13910,360000,1,1,2,30,-1,-1,-1,-1,-1,-1,30627,4297,2720,2040,2722,5057,4318,2740,2050,2736,5273,5105,False,2
22784,22785,90000,2,3,1,46,-2,-2,-2,-2,-2,-2,316,10758,10613,316,316,316,10758,10613,316,316,316,316,False,3
6208,6209,220000,1,2,1,46,2,0,0,0,0,0,157646,159833,160032,162303,164700,166756,5800,5759,5938,6200,6009,6044,False,3
25368,25369,50000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,-2000,0,0,0,0,0,2000,False,1
26623,26624,50000,1,2,2,25,0,0,0,0,0,0,11669,12665,12905,13498,13993,13854,1502,1522,1505,1000,1000,1000,False,1
18124,18125,350000,1,2,1,37,0,0,0,0,0,0,219376,221056,224591,255247,259512,283724,7669,7957,35300,9247,29459,20000,False,2
29047,29048,120000,2,3,1,65,0,0,0,0,0,0,58436,60202,61042,61253,57695,2530,2740,2407,1421,0,0,840,False,3
13566,13567,240000,1,2,1,62,-1,-1,0,0,-1,2,1901,3855,3802,1901,2165,1965,3855,1901,0,2165,0,108,False,3
13827,13828,420000,2,1,1,29,-2,-1,-1,-1,-1,-1,3020,2916,1985,6850,1822,4249,2916,1985,6860,1822,4249,444,False,1
13762,13763,310000,2,1,2,33,0,0,0,0,0,0,71855,72440,63399,59912,45740,44325,5000,5000,3000,25000,3000,2000,False,2
8600,8601,30000,1,1,2,28,-1,-1,2,0,0,0,9262,11792,11311,11820,13558,20271,3000,0,1000,2100,7000,0,True,1
12530,12531,140000,2,1,2,24,-1,-1,0,0,0,0,13408,97396,92990,93960,96724,91539,97396,4070,3225,4137,3100,2300,False,1
24794,24795,240000,1,1,1,43,0,0,0,0,0,0,223151,226688,230690,213633,176135,179027,7766,8300,7200,6200,6550,6107,True,3
4472,4473,130000,1,3,3,52,0,0,0,0,0,0,106140,69025,58860,45207,41556,42455,3003,2000,2000,2000,1590,2000,True,3
18671,18672,30000,2,3,1,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False,1
14836,14837,280000,2,1,1,46,-1,-1,-1,-1,-1,-1,11967,183,1699,0,2722,0,183,1699,0,2722,0,1041,True,3
14544,14545,80000,1,2,1,46,0,0,0,0,0,0,81283,80390,79080,77850,80330,80000,2892,3000,5390,4106,3000,0,True,3
7491,7492,30000,1,2,1,33,0,0,0,0,0,0,23900,25507,26489,27017,56186,29146,2000,1418,946,1437,3000,0,False,2
3457,3458,280000,1,2,1,46,1,2,2,2,2,2,188894,194489,197722,192140,203913,200564,10101,8000,0,15000,0,7053,True,3
4136,4137,450000,2,1,2,33,-1,-1,-1,-1,-1,-1,30627,3693,6696,2461,4192,4378,4008,6696,5000,4192,4378,71100,False,2
22016,22017,30000,2,2,1,26,0,0,0,0,2,0,20105,21419,22278,24423,19985,15021,1650,1506,2651,0,2044,550,False,1
12050,12051,80000,2,3,0,37,-2,-2,-2,-2,-2,-2,7070,3087,5210,3882,4785,1000,3087,5215,3882,4785,1968,0,False,2
20968,20969,160000,1,2,2,37,0,0,0,0,0,0,140266,133372,129619,116388,114022,111743,5019,5000,4156,4500,4500,4000,False,2
1734,1735,100000,2,2,1,36,-2,-2,-2,-2,-2,-2,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,False,2
28399,28400,320000,2,1,2,41,-2,-2,-2,-2,-2,-2,2197,1376,3342,11970,9700,38473,1376,3343,11973,9700,38473,29757,False,3
6170,6171,20000,2,2,1,27,0,0,0,0,0,0,19961,16437,16579,17437,18314,19616,1500,2579,1437,1314,1616,800,False,1
23244,23245,160000,2,1,1,40,-1,-1,-1,-1,-1,-1,661,2881,362,20680,7429,527,2881,362,20680,7429,527,0,False,3
22257,22258,60000,2,1,2,29,1,-1,2,-1,-1,-1,0,351,199,3697,0,532,351,0,3697,0,532,0,True,1
16551,16552,100000,1,2,2,29,1,-1,-1,-1,0,-1,0,4586,2476,7845,13164,671,4586,2863,7845,7000,671,671,False,1
4510,4511,10000,1,2,2,25,-1,-1,-1,-1,-1,-1,1261,1261,390,390,390,0,1261,390,390,390,0,780,False,1
17631,17632,420000,2,1,2,30,0,0,0,0,0,0,46209,26552,15189,13787,9199,4405,1543,2005,5000,2000,1000,240,False,2
1546,1547,150000,1,1,2,32,0,-1,-1,-1,-1,-2,46272,1079,0,41147,-3,-3,1082,0,41147,0,0,0,False,2
20342,20343,180000,2,2,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True,3
27981,27982,60000,2,3,2,28,0,0,0,0,0,0,59650,51176,42368,35730,28670,27979,3376,1900,1908,1133,1015,1153,False,1
20956,20957,290000,1,2,2,30,0,0,0,0,0,0,65369,67270,65357,66893,69740,56411,3360,3000,3000,4000,2500,8000,False,2
24386,24387,180000,1,1,1,38,1,-2,-1,-1,-2,-1,-47,-47,470,0,0,800,0,517,0,0,800,0,False,2
24208,24209,50000,1,2,2,23,0,0,0,0,0,2,16252,17275,18392,19170,20555,20102,1600,1700,1400,1689,0,900,False,1
8636,8637,90000,2,3,1,55,0,0,0,0,0,0,23379,23715,24310,24561,22829,22486,1402,1387,1028,816,804,987,False,3
20854,20855,80000,1,2,1,34,2,2,2,0,0,0,81882,81814,78353,78814,49062,48764,3650,0,3328,1888,1787,1960,True,2
19802,19803,280000,2,2,1,46,0,0,0,0,0,0,34433,34763,25048,24116,50483,47056,1383,1647,1004,41551,2056,1670,False,3
22693,22694,360000,2,1,2,32,0,0,0,0,-1,0,192160,197204,119028,103046,15863,10503,20104,4816,2061,15863,21,5016,False,2
1110,1111,110000,1,2,2,29,1,2,2,2,0,0,83687,85360,86274,84001,85897,88759,3900,3200,0,3400,4500,2600,False,1
24454,24455,210000,1,2,2,31,0,0,0,0,0,0,189650,127111,93208,88223,84175,80305,5000,4200,3100,3000,3100,3000,False,2
6423,6424,180000,1,1,2,28,0,0,0,0,0,-1,9853,18399,29973,42347,-53,10653,10732,22119,17012,0,10706,9659,False,1
25422,25423,350000,2,1,2,31,0,-1,0,0,0,0,49184,20738,47631,51451,35104,0,20738,27689,21451,2000,0,20602,False,2
6,7,500000,1,1,2,29,0,0,0,0,0,0,367965,412023,445007,542653,483003,473944,55000,40000,38000,20239,13750,13770,False,1
4340,4341,380000,2,1,1,34,2,2,2,2,2,2,322199,331518,337703,343612,351089,358401,16001,13150,13000,13150,13300,13000,False,2
22278,22279,500000,2,2,2,29,-2,-2,-2,-2,-2,-2,2140,3919,3572,2749,2140,3109,3919,3763,2749,2140,3109,2140,False,1
5885,5886,20000,2,2,1,29,1,2,2,2,2,2,12186,11700,13474,13006,13743,11167,0,2000,0,1055,0,215,False,1
290,291,280000,1,1,2,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,True,2
9090,9091,500000,2,2,2,28,0,0,0,0,0,0,215459,201715,141177,130352,126422,113148,7412,4721,3854,3622,3433,3201,False,1
6570,6571,80000,2,2,1,56,1,-1,-1,-1,-1,-1,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,False,3
23700,23701,490000,2,1,1,53,-2,-2,-2,-2,-2,-2,1700,8913,0,400,4186,6205,8913,0,400,4186,6205,2025,False,3
2160,2161,230000,2,2,1,62,0,0,0,0,0,0,167635,170085,172204,173045,176163,179625,6474,7726,5601,6100,6427,6000,False,3
3262,3263,180000,1,3,1,40,-1,-1,-1,0,-1,-1,991,991,1316,325,1657,325,991,1316,0,1657,325,325,False,3
19428,19429,200000,2,2,2,28,-1,-1,-1,2,2,-2,4571,0,2983,2780,0,0,0,2983,0,0,0,3125,False,1
7003,7004,20000,1,3,2,58,0,0,-2,-2,-2,-2,12066,0,0,0,0,0,0,0,0,0,0,0,False,3
18052,18053,290000,1,2,2,45,0,0,0,0,0,0,212643,192933,174184,163792,120754,236402,6755,6900,6733,5632,235024,8700,False,3
16649,16650,50000,1,3,1,46,1,2,2,2,2,2,10960,10487,13108,12601,13391,14027,0,2800,0,1000,1000,0,True,3
27336,27337,30000,1,2,2,37,2,2,2,0,0,0,25811,29066,28322,29251,15525,0,3700,0,1800,3925,0,0,True,2
10350,10351,20000,1,2,2,40,0,0,0,0,0,0,17068,18283,19424,19208,19600,20000,1800,1600,384,392,400,0,True,3
6483,6484,170000,2,2,1,46,-1,-1,-1,-2,-1,-1,2741,1848,0,0,1542,3498,1848,0,0,1542,3498,8095,True,3
1850,1851,260000,1,1,1,43,1,-1,-1,-1,-1,-2,0,2000,1620,8010,0,0,2000,1620,8080,0,0,0,False,3
11019,11020,360000,2,2,1,37,-1,0,0,0,0,0,725,1172,1619,1266,1212,1324,1002,1002,202,501,502,501,True,2
9636,9637,90000,2,2,2,28,0,0,0,0,0,2,69186,72450,73798,74682,79586,78261,5000,3158,2600,6000,0,19000,False,1
21105,21106,30000,1,2,1,45,3,2,2,2,0,0,12751,12256,15002,13914,11093,9508,0,2955,0,436,423,341,True,3
7366,7367,80000,2,2,1,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False,2
20629,20630,220000,1,1,2,29,0,0,0,0,0,0,26012,25916,24998,23965,23865,23667,1410,1417,1333,731,1019,1045,False,1
8853,8854,50000,2,2,2,29,0,0,0,0,0,0,49793,50466,50085,50686,46805,47220,1866,1733,1724,1684,2058,1341,False,1
10513,10514,290000,2,1,1,39,-2,-2,-2,-2,-2,-2,79298,-40,122380,0,32720,-200,0,122420,0,32720,200,0,False,2
25296,25297,80000,2,2,2,24,0,0,0,0,0,0,72383,73620,53728,31989,20058,196,3500,2354,2027,800,196,184,False,1
13212,13213,350000,1,1,2,35,2,-1,-1,0,-1,-1,105,3298,50064,8003,8293,23080,3308,50206,40,8334,23102,5004,False,2
3752,3753,360000,2,1,1,31,-2,-2,-2,-1,0,-1,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105,False,2
16062,16063,80000,2,2,1,45,0,0,0,0,0,0,28775,28951,26813,27383,27475,27823,1442,1459,1500,1000,1003,1100,False,3
19469,19470,500000,2,1,1,41,-2,-2,-2,-2,-2,-2,4513,4342,3321,6760,5788,12633,4375,3337,6789,5816,12696,4348,False,3
17744,17745,260000,2,2,1,56,0,0,-2,-2,-1,0,2338,0,0,0,58,1058,0,0,0,58,1000,1000,False,3
16039,16040,200000,2,2,1,31,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,True,2
14042,14043,110000,2,3,2,27,0,0,0,2,0,0,28686,32765,27864,25691,28257,24161,5000,7000,0,10000,4161,5000,True,1
15444,15445,50000,1,3,2,30,0,0,0,0,-2,-2,49631,49641,50355,0,0,0,3000,2000,0,0,0,0,False,2
12306,12307,200000,2,2,1,39,0,0,0,0,0,-2,25483,31537,34114,29982,-18,-18,6541,5351,200,0,0,0,False,2
3193,3194,110000,1,3,1,38,0,0,0,0,0,0,14084,11129,9316,7681,8897,11729,2500,2500,1000,1500,3000,500,False,2
4050,4051,160000,2,3,2,30,-1,-1,-1,-1,0,-1,1055,2579,1155,3334,1055,8824,2579,1155,3334,0,8824,1055,False,2
20565,20566,170000,1,4,2,30,-1,-1,-1,-1,-1,-1,297,1093,2633,1291,3117,1267,1096,2640,1294,3126,1270,1002,False,2
14206,14207,50000,1,2,1,46,0,0,0,2,0,0,15220,16961,19930,19328,37113,19165,2000,3258,0,679,1528,587,False,3
1556,1557,50000,1,1,2,37,0,0,0,0,0,0,37774,38492,36453,29700,30167,29613,1976,1564,1170,1055,1052,1022,False,2
28148,28149,170000,2,3,2,47,-1,-1,-1,-1,-1,-1,16089,5454,8846,920,380,4765,5455,8866,921,381,4801,1632,False,3
27339,27340,170000,1,2,1,37,1,2,0,0,0,0,77959,76115,79274,82034,85664,89272,0,5000,5000,5000,5000,5000,False,2
25668,25669,140000,2,1,2,25,1,-2,-2,-1,-1,-1,-74,-770,-1466,522,142,-554,0,0,3000,0,0,0,True,1
14700,14701,150000,2,2,1,43,0,-1,0,-1,-1,0,32283,18361,9160,13596,11457,29550,18361,1000,13596,11457,18550,0,False,3
10174,10175,200000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,597,False,1
3964,3965,50000,2,2,1,56,0,0,0,0,0,0,31276,29179,26482,16770,15529,16266,1556,1247,1770,700,1000,1129,False,3
16926,16927,90000,1,3,2,50,0,0,0,0,0,0,80926,76495,71616,60177,54440,45788,3451,3243,2390,1840,1690,1954,False,3
17461,17462,170000,2,3,2,44,1,-1,-1,-1,-1,-2,0,4142,2260,5053,0,0,4142,2260,5053,0,0,0,True,3
8897,8898,20000,2,1,2,24,-1,2,0,0,0,2,19214,15703,9914,8200,11876,4792,0,1000,0,5000,5400,13324,False,1
4515,4516,230000,1,2,1,29,0,0,0,0,0,0,113736,99346,83649,46513,35306,36217,4028,3000,2000,2000,1500,2000,False,1
3044,3045,430000,1,1,1,48,-2,-2,-2,-2,-2,-2,4469,52213,46935,0,46987,882,52226,46935,0,46987,882,0,False,3
112,113,280000,1,2,1,41,2,2,2,2,2,3,135673,138532,134813,144401,152174,149415,6500,0,14254,14850,0,5000,False,3
26061,26062,240000,2,1,2,29,-2,-2,-2,-2,-2,-2,28438,29923,7655,23918,265852,2225,29923,7655,23925,265852,2225,13478,False,1
27450,27451,200000,1,1,2,33,-1,-1,-1,0,-1,-1,12202,1964,12181,5908,1114,8314,4994,12181,2000,1114,8314,1114,False,2
14147,14148,100000,2,2,2,27,0,0,0,0,0,0,94656,88758,90357,89209,84983,81484,4171,4044,3420,3300,3886,2730,False,1
1204,1205,210000,2,2,1,50,0,0,0,0,0,0,106724,109251,103733,102027,103453,103651,4037,3519,3442,3553,3625,3470,False,3
10073,10074,230000,2,2,2,29,0,0,0,0,0,0,157107,119402,78875,76117,75428,150130,6000,3020,3000,2500,80000,5000,False,1
4854,4855,200000,2,1,2,27,0,0,0,0,0,0,11912,19196,11938,15972,17952,5925,14443,4938,5972,7952,2925,1718,False,1
20275,20276,50000,2,3,1,57,0,0,0,0,0,0,50990,49123,50820,50706,30636,30501,2100,2500,3820,1636,1501,1700,True,3
17852,17853,150000,1,1,2,26,0,0,0,0,0,0,26443,27996,28963,8355,10355,12355,2000,2000,2000,2000,2000,2000,False,1
5308,5309,80000,1,1,2,35,0,0,0,0,0,0,52065,55205,55900,55622,56295,61598,5000,2606,2200,2100,6679,1700,False,2
27807,27808,500000,2,2,2,29,0,0,0,0,0,0,433792,396009,335873,320755,316650,318228,13678,12021,11428,10871,11736,10699,True,1
14412,14413,230000,2,2,1,31,1,-1,0,0,0,0,0,2716,3648,6648,7982,9203,2716,1000,3000,4000,2000,1000,False,2
17370,17371,160000,2,3,2,39,0,0,0,0,0,0,156000,155866,159005,159248,118904,119243,5559,7677,6039,4176,4300,4576,False,2
12359,12360,20000,1,1,2,40,0,0,0,0,0,0,13639,14711,15462,16004,16203,16916,1600,1300,800,605,1000,2000,False,3
21225,21226,10000,1,2,1,38,1,2,2,0,0,0,4437,5355,6113,8012,8873,9229,1150,1000,2000,1000,500,500,False,2
14597,14598,80000,1,1,2,29,0,0,0,0,0,0,51630,54183,55685,58642,60533,61823,4000,3000,4500,3000,2300,6500,False,1
5112,5113,150000,1,2,1,33,0,0,2,2,2,2,87721,87396,79424,76350,79721,77028,7200,3000,0,6000,0,3000,False,2
20598,20599,320000,1,2,2,29,0,0,0,0,0,0,146515,131130,123226,111975,95510,79385,4697,5920,4000,3012,3000,3000,False,1
6194,6195,360000,1,2,2,28,0,0,-1,0,0,0,19390,22726,12148,12885,12994,15320,7113,12163,3787,714,5369,10026,False,1
11556,11557,60000,2,1,1,49,0,0,0,0,0,0,61618,61382,34958,33760,32946,0,2800,1400,675,659,0,3353,False,3
8967,8968,270000,2,1,1,37,-1,-1,0,0,0,0,1257,71665,69256,67842,68235,72706,73700,3168,3000,4000,8000,3000,False,2
8905,8906,50000,1,2,2,25,2,2,4,3,2,2,42883,47887,46836,45785,47003,48085,6000,0,0,2100,2000,0,False,1
9976,9977,110000,2,1,2,32,1,-1,0,0,0,-2,0,1670,11693,7903,-18,-18,1670,10200,0,0,0,0,False,2
25350,25351,80000,2,2,2,27,0,0,0,0,0,0,20540,8985,8941,8564,6281,6965,1985,2287,2287,281,965,18000,False,1
5449,5450,380000,1,1,1,57,0,0,0,0,0,0,319243,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078,False,3
21719,21720,30000,2,2,1,21,0,0,0,0,0,0,28404,29009,29831,29992,21754,18519,1467,1679,1230,827,1000,1000,False,1
8395,8396,360000,2,1,2,29,0,0,0,0,0,-1,73753,61008,49781,12846,4548,9820,5121,10180,41,22,9865,14847,False,1
11277,11278,340000,2,1,1,49,1,-2,-2,-1,-1,-1,-11,-11,-11,2894,0,530,0,0,2905,0,530,0,True,3
7083,7084,410000,2,2,1,29,-2,-2,-2,-1,-1,0,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,False,1
1475,1476,210000,1,2,2,37,0,0,0,0,0,0,142149,139025,50283,159231,155342,156769,6534,3069,110017,5496,6307,5376,False,2
1387,1388,20000,2,2,1,39,1,2,2,0,-1,-1,14112,11221,10656,7928,580,0,3520,0,1000,580,0,0,False,2
24478,24479,280000,1,1,2,31,2,0,0,-1,0,0,278510,279845,0,189841,193313,192742,6996,0,189841,6022,6078,5300,True,2
11024,11025,60000,2,2,1,23,2,2,0,0,0,0,63143,59608,59182,27882,24574,22330,0,1478,2000,1000,3000,2000,False,1
5250,5251,20000,2,2,2,40,0,0,0,0,0,0,6689,7723,8730,8936,8994,9244,1300,1294,500,350,400,400,False,3
2083,2084,170000,1,2,1,37,-1,-1,-1,-1,-2,-1,490,-10,4910,0,0,1000,0,4920,0,0,1000,1030,False,2
14182,14183,160000,1,2,2,29,0,0,0,0,0,0,128809,127595,115094,111678,105336,104306,5000,4000,5000,4000,3603,4200,False,1
29412,29413,130000,1,1,1,29,1,2,0,0,0,0,118723,117323,38765,33349,33463,33795,3001,3000,2000,1000,666,2000,False,1
2843,2844,120000,2,2,2,28,1,2,2,2,2,2,108993,111266,112056,112819,111298,113290,5500,4100,4087,400,4000,8932,False,1
21868,21869,130000,2,1,2,27,1,-2,-1,2,2,-1,0,0,98,98,98,2500,0,98,0,0,2500,0,False,1
3208,3209,80000,2,2,1,23,0,0,0,0,0,0,72364,64105,45867,29713,30270,27912,2756,1366,1000,1023,1093,700,False,1
12135,12136,340000,2,2,2,25,1,-2,-2,-1,-1,-1,0,0,0,1888,4777,4752,0,0,1888,4777,4752,1888,False,1
3724,3725,50000,2,2,2,29,-2,-2,-2,-2,-2,-2,5520,0,0,0,0,0,0,0,0,0,0,0,False,1
20028,20029,210000,2,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True,3
21277,21278,20000,1,2,1,50,0,0,0,0,0,2,5519,6620,7556,8570,10020,9715,1200,1200,1300,1600,0,600,False,3
9574,9575,10000,1,2,2,34,0,0,0,-1,0,0,9323,8708,0,9601,10005,9058,1000,0,9601,800,1000,1000,False,2
5145,5146,240000,2,3,2,36,1,-2,-2,-2,-1,-1,-28,-28,-28,-28,1522,6820,0,0,0,1550,6900,4100,False,2
21149,21150,280000,1,2,2,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,False,2
10757,10758,230000,2,1,1,53,-1,-1,-2,-2,-2,-2,10000,0,0,0,0,0,0,0,0,0,0,0,False,3
23780,23781,160000,2,2,1,60,-2,-2,-2,-2,-2,-2,16060,1605,4200,2461,0,0,1605,4200,2461,0,0,230,False,3
5818,5819,170000,2,2,2,30,0,0,2,0,0,0,121009,136552,132655,134140,115892,116653,19078,0,5000,5000,4500,4500,False,2
5169,5170,140000,2,2,2,26,0,0,2,0,0,-1,28282,148806,139462,125046,46364,83460,125000,6,4578,1427,87179,26291,True,1
13864,13865,20000,1,3,1,44,2,2,2,2,0,0,12436,12943,15428,14883,15494,16086,1000,2700,0,850,850,850,True,3
18110,18111,110000,1,2,1,48,2,2,2,0,0,2,65070,69480,67800,69182,73431,72132,5500,0,2512,5400,0,3000,True,3
7396,7397,200000,2,2,1,37,-1,2,-1,-1,-1,-1,2681,1273,2192,430,430,6136,0,2192,430,430,6136,2923,True,2
5682,5683,30000,2,2,1,26,2,0,0,0,0,2,25369,23073,21520,18669,15710,15308,1700,1600,700,1401,0,600,True,1
29605,29606,500000,1,1,1,37,0,0,2,0,0,0,474934,507062,491956,430637,376657,356636,40024,325,15296,12137,12312,14113,False,2
9597,9598,180000,2,2,1,41,0,0,0,0,0,0,139184,141752,122164,111328,113890,116823,6411,6000,5000,4500,5000,4200,False,3
29539,29540,70000,1,3,1,45,0,0,0,0,0,0,65824,51634,52567,42743,43894,45051,3067,3000,3000,2000,2000,2000,False,3
8211,8212,390000,1,1,1,34,0,0,0,-1,0,0,91701,68587,101211,96725,125810,182122,60081,84908,121081,80000,85000,8000,False,2
27904,27905,230000,2,2,1,29,1,2,0,0,0,0,113218,114665,115898,112930,115743,118933,4800,4600,4300,4700,5124,4110,False,1
17768,17769,300000,2,3,1,62,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False,3
19231,19232,50000,2,2,1,38,-1,-1,-1,-1,-1,-1,1121,-13,2254,1338,0,757,0,2267,1338,0,757,0,False,2
22817,22818,170000,2,1,1,36,-2,-2,-2,-2,-2,-2,7346,26797,3824,22709,0,0,27183,3824,22865,0,0,3809,False,2
11368,11369,180000,2,3,1,63,-1,-1,-2,-2,-2,-2,1344,0,0,0,0,0,0,0,0,0,0,0,True,3
13441,13442,160000,1,2,2,36,-1,-1,-1,0,-1,-1,836,836,1672,836,836,836,836,1672,0,836,836,836,False,2
23520,23521,200000,2,2,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False,2
